מספר חשבונית,קישור לספק,תאריך חשבונית,שם ספק,סכום כולל מע''מ,סכום לפני מע''מ,סכום מע''מ,קטגוריה,פירוט שורות,החזר חלקי,שם השולח,סטטוס טיפול,סוג חשבונית,קישור לחשבונית,קישור לקובץ בדרייב,קישור לתיקית החודש,קישור למייל המקורי,כתובת מייל שולח,תאריך ושעת קבלת המייל,מזהה מייל,כפילות,שגיאה,תאריך העלאה למערכת,איכות פענוח,הועבר לרוח,ai_missing_fields,execution_log_url,ai_confidence,error_reason,html_content,קישור להרצה
731834,מיי קאר ישראל בע״מ,2026-05-17,מיי קאר ישראל בע״מ,33.30,28.22,5.1,שונות,"הזמנה מס' 819754 - BYD ATTO 3, מספר רכב 36733403, תחנת מסילת יוסף 9 מודיעין עילית",החזר חלקי,,,,,https://drive.google.com/file/d/1PB4jr_4rZYZABfJh_Wk9QR8AZIgS6XBq/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e35ad4a2b1bda3,do-not-reply@tranzila.com,2026-05-17T11:23:28.000Z,19e35ad4a2b1bda3,,,17/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2524
8116,,2026-05-14,c.u.wear,9606.97,8141.50,1465.5,ספקים ביגוד,חולצה הדפס פייזלי x12,,הדסה אבלס,,,,https://drive.google.com/file/d/1AKlmlyzPi2xnTMPAdb6NnQne3DjIT8nH/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e379c124fc5c4a,h8420785@gmail.com,2026-05-17T20:23:55.000Z,19e379c124fc5c4a,,,17/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2550
5400,חיה אורדמן בע״מ,2026-05-17,חיה אורדמן בע״מ,6903.00,5850.00,1053.0,ספקים ביגוד,סרפן נקודות שחור לבן דגם 26126DP x8,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/file/d/1RrvE8UXhWHpnjSyZPS7buIsnjysp0rEX/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3ab67c74fd62a,app@invoice-maven.co.il,2026-05-18T10:51:36.000Z,19e3ab67c74fd62a,,,18/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2594
5407,חיה אורדמן בע״מ,2026-05-18,חיה אורדמן בע״מ,4078.08,3456.00,622.1,ספקים ביגוד,חולצת הנקה קפושון פסים דגם 615S26TNO x7,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/file/d/1026UrVm8EEQjOsz243HBhkYg5EYfqKET/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3af0839b543e8,app@invoice-maven.co.il,2026-05-18T11:54:59.000Z,19e3af0839b543e8,,,18/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2597
168923,פוס מונליין מחשבים (1981) בע״מ,2026-05-18,פוס מונליין מחשבים (1981) בע״מ,50.00,42.37,7.6,הוצאות משרד,הדסה אנגלס x1 - 50.00,,הדסה אבלס,,,,https://drive.google.com/file/d/1PYMQt7Xw5BNyQVK1f00bZljoM3FJmklo/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3bbaf08ec1557,h8420785@gmail.com,2026-05-18T15:36:06.000Z,19e3bbaf08ec1557,,,18/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2607
101682569,בזק-ג׳ן בע״מ,2026-05-17,בזק-ג׳ן בע״מ,611.20,517.97,93.2,שונות,תשלום קבוע אספקה 01/04/26-30/04/26,,בזק,,,,https://drive.google.com/file/d/1zXr94L_005fUbV7XxqgLRA7bYP3BWewu/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3bedfb95b9a08,bezeq_mail@bezeq.co.il,2026-05-18T16:31:51.000Z,19e3bedfb95b9a08,,,18/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2610
20063,pleasures,2026-05-18,pleasures,9000.00,7627.12,1372.9,ספקים ביגוד,חלוקים וחולצות הנקה x30,,pleasure,,,,https://drive.google.com/file/d/1kNOz2Pte7B5gHqgmWgnk1AK4UdGf_0KK/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3ba4c285d0e8e,c+153828633@sumit.co.il,2026-05-18T15:11:53.000Z,19e3ba4c285d0e8e,,,19/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2646
245220904,בזק החברה הישראלית לתקשורת בע״מ,2026-05-17,בזק החברה הישראלית לתקשורת בע״מ,101.07,85.65,15.4,הוצאות ניהול,קו טלפון 300 דקות,,בזק,,,,https://drive.google.com/file/d/1xk-VMPjswfRAbmEqY5yMV_kXeu4XB-Nq/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3ec0226edda9a,bezeq_mail@bezeq.co.il,2026-05-19T05:40:37.000Z,19e3ec0226edda9a,,,19/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2651
16002143,מגנוליה סילבר ג'ואלרי בע״מ,2026-05-18,מגנוליה סילבר ג'ואלרי בע״מ,1500.00,0.00,0.0,שונות,שובר קנייה מספר 402136162 - 150.00,,הדסה אבלס,,,,https://drive.google.com/file/d/1GCueRfCCLbJSuGc7yO5v8mMrK8RpywQj/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3f980e16ecd85,h8420785@gmail.com,2026-05-19T09:36:29.000Z,19e3f980e16ecd85,,,19/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2661
8144834,א.מ. פרחים בע״מ,2026-05-14,א.מ. פרחים בע״מ,550.00,466.10,83.9,שונות,פרים כללי x1 - 550.00,,הדסה אבלס,,,,https://drive.google.com/file/d/1vjrjY06bBwfTpQwOjlQ0DpYPbKUkNjQ-/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e3f9686e26af0f,h8420785@gmail.com,2026-05-19T09:34:49.000Z,19e3f9686e26af0f,,,19/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2663
111829,אופנת לימור,2026-05-14,אופנת לימור,1451.00,1229.66,221.3,ספקים ביגוד,חצאית ניאון פעמון x6,,הדסה אבלס,,,,https://drive.google.com/file/d/1fuP3A2dSEgWJnLaKtXYxLlnAHImgU8cb/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e421398d68d1cb,h8420785@gmail.com,2026-05-19T21:10:40.000Z,19e421398d68d1cb,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2696
111829,אופנת לימור,2026-05-14,אופנת לימור,1451.00,1229.66,221.3,ספקים ביגוד,חצאית ניאון פעמון x6,,הדסה אבלס,,,,https://drive.google.com/file/d/1gUJTsxbORImP29A8sfsq2doKi8W_uVw8/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e421398d68d1cb,h8420785@gmail.com,2026-05-19T21:10:40.000Z,19e421398d68d1cb,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2696
01/030015,סיגנון אביזרים מעוצבים בע״מ,2026-05-14,סיגנון אביזרים מעוצבים בע״מ,590.00,500.00,90.0,ספקים כיסויי ראש ומטפחות,מטפחות x30 - 10 ליחידה,,הדסה אבלס,,,,https://drive.google.com/file/d/1nu-SaatiqtVSpC0CoSPrE4l1Ih-v2hyN/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4213835c759b4,h8420785@gmail.com,2026-05-19T21:10:34.000Z,19e4213835c759b4,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2697
01/030015,סיגנון אביזרים מעוצבים בע״מ,2026-05-14,סיגנון אביזרים מעוצבים בע״מ,590.00,500.00,90.0,ספקים כיסויי ראש ומטפחות,מטפחות x30 - 10 ליחידה,,הדסה אבלס,,,,https://drive.google.com/file/d/1CNSrWBSSZyhL4U3l1ya98ZvtKQE4eRMA/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4213835c759b4,h8420785@gmail.com,2026-05-19T21:10:34.000Z,19e4213835c759b4,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2697
8116,c.u.wear,2026-05-14,c.u.wear,9606.97,8141.50,1465.5,ספקים ביגוד,חולצה הדפס פייזלי x12,,הדסה אבלס,,,,https://drive.google.com/file/d/1wyUU7cmE0puTthPP1TPMye6Ou_fQogas/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e42137762ba3bc,h8420785@gmail.com,2026-05-19T21:10:30.000Z,19e42137762ba3bc,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2700
8116,c.u.wear,2026-05-14,c.u.wear,9606.97,8141.50,1465.5,ספקים ביגוד,חולצה הדפס פייזלי x12,,הדסה אבלס,,,,https://drive.google.com/file/d/1AKlmlyzPi2xnTMPAdb6NnQne3DjIT8nH/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e42137762ba3bc,h8420785@gmail.com,2026-05-19T21:10:30.000Z,19e42137762ba3bc,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2700
02/013710,MIGVAN - מגוון,2026-05-17,MIGVAN - מגוון,2443.00,2070.34,372.7,ספקים ביגוד,אביזרי אופנה לפי רשימה מפורטת ומצורפת x1,,הדסה אבלס,,,,https://drive.google.com/file/d/12XswTL9FDZu5rzv0hsWVnup_wdzvqWPj/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4204e005c0d46,h8420785@gmail.com,2026-05-19T20:54:35.000Z,19e4204e005c0d46,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2702
0144,,2026-05-18,שיק - יצור ושיווק כיסויי ראש ואביזרי שיער,4572.00,3875.00,697.0,ספקים כיסויי ראש ומטפחות,בנדנה חיסין שכבה אחת x14 - 560₪,,הדסה אבלס,,,,https://drive.google.com/file/d/1--Bo16DUhEEwhc8MhSHy8ywMggC5Vxg7/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e420150e1f1f44,h8420785@gmail.com,2026-05-19T20:50:42.000Z,19e420150e1f1f44,,,20/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2703
20262169908,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-20,א.מ סיטי קאר רכב שיתופי בע״מ,20.30,17.20,3.1,הוצאות ניהול,שעות קטגוריה קטן x1 - 15.20 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1rksO0Pn0XsYmmpA6B86yJNClpY-pwADW/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e43c17d531b544,no-reply@citycar.co.il,2026-05-20T05:00:09.000Z,19e43c17d531b544,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2722
5410,חיה אורדמן בע״מ,2026-05-20,חיה אורדמן בע״מ,1593.00,1350.00,243.0,ספקים ביגוד,סרפן מנומר דגם DRO27142 x6,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/file/d/1TU_QNTR2j4G4I8IYA1yKDuxbUVMLZQAq/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4491233c76c3b,app@invoice-maven.co.il,2026-05-20T08:47:01.000Z,19e4491233c76c3b,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2732
1666,כובעי זיוה,2026-05-20,כובעי זיוה,2083.88,1766.00,317.9,ספקים כיסויי ראש,בנדנה מלנג x23,,כובעי זיוה,,,,https://drive.google.com/file/d/1IpExtIILPIfhpoHKiwtEZT3UCq57egYS/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e44d7e6af893ad,noreply@ezcount.co.il,2026-05-20T10:04:20.000Z,19e44d7e6af893ad,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2735
5217,ציפי וינברג c.u.wear,2026-05-20,ציפי וינברג c.u.wear,-6021.54,-5103.00,-918.5,ספקים ביגוד,סרפן בסיס שחור x1,,ציפי וינברג ,,,,https://drive.google.com/file/d/1EFBKPRCs3q-vYgWTMMu5-dOmOamagxZm/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4502234ea83bc,outgoing@icount.co.il,2026-05-20T10:50:28.000Z,19e4502234ea83bc,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2738
267000058CR,בגדי נוחות בע״מ,2026-05-20,בגדי נוחות בע״מ,-2358.00,-1998.31,-359.7,ספקים ביגוד,שמלת בית ריבר שחור כחול S x1,,בתיה חי,,,,https://drive.google.com/file/d/1HmtQdw96UwsKvqcRMQ2n9v_1D4ecQSSf/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e45342c6cdabdb,batya@ninarocca.co.il,2026-05-20T11:45:00.000Z,19e45342c6cdabdb,,,20/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2742
20262172174,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-21,א.מ סיטי קאר רכב שיתופי בע״מ,40.70,34.49,6.2,הוצאות ניהול,שעות קטגוריה קטן x1 - 15.20 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1lMV11jakUx_T0ju3dIvieCWunPKKPBHC/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4a1fa67755a56,no-reply@citycar.co.il,2026-05-21T10:40:47.000Z,19e4a1fa67755a56,,,21/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2809
01/002225,אסתר מוטצן,2026-05-24,אסתר מוטצן,3304.00,2800.00,504.0,ספקים ביגוד,חולצת פרח x12,,,,,,https://drive.google.com/file/d/1tYQkHyUYC2TBCwnt5AoUlvKq9_a74LeC/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e58cdf652720c8,a0548468448@gmail.com,2026-05-24T07:05:52.000Z,19e58cdf652720c8,,,24/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3014
50646,שיקלוק,2026-05-20,שיקלוק,4160.00,3525.42,634.6,ספקים ביגוד,משי x15,,הדסה אבלס,,,,https://drive.google.com/file/d/1SuzFgzjvILB5XBY4bWFlwVvrDv4qESnR/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e5ab4cdb3be8e5,h8420785@gmail.com,2026-05-24T15:57:43.000Z,19e5ab4cdb3be8e5,,,24/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3050
388043,איי פקט בע״מ,2026-05-25,איי פקט בע״מ,193.52,164.00,29.5,הוצאות ניהול,הדסה אבלס - מנוי חודשי ביזיבוקס לעסקים עבור עד 5 חשבונות x1,,"איי פקט בע""מ",,,,https://drive.google.com/file/d/1_FoYjjahfYg0SH14uCrwkuMI8n_ihfFQ/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e5d77728247315,outgoing@out.cardcom.co.il,2026-05-25T04:49:28.000Z,19e5d77728247315,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3114
5840,אופנת הלו בייבי,2026-04-14,אופנת הלו בייבי,15560.00,0.00,0.0,ספקים ביגוד,דייס יוסקידז x152 - 85 ש״ח ליחידה = 12920,,הדסה אבלס,,,,https://drive.google.com/file/d/1dlAso8ldpvC0Mw6SLPnlqzNguXbMB8op/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e59a105c98acd2,h8420785@gmail.com,2026-05-24T10:56:24.000Z,19e59a105c98acd2,,,25/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3123
1911,חיה אורדמן בע״מ,2026-05-25,חיה אורדמן בע״מ,-621.27,-526.50,-94.8,ספקים ביגוד,חצאית לייקרה מתרחבת קצרה דגם SO2201 x3,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/file/d/1XyjZdMyo1Fa3xoh6B86O5p6DneEGdIy0/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e5e28e4ae82b0f,app@invoice-maven.co.il,2026-05-25T08:03:16.000Z,19e5e28e4ae82b0f,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3126
20262172174,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-21,א.מ סיטי קאר רכב שיתופי בע״מ,40.70,34.49,6.2,הוצאות ניהול,שעות קטגוריה קטן x1 - 15.20 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1VVk4TTXuJ2qa1xb7v7G-Jet3W0HqsUvt/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4a1fa67755a56,no-reply@citycar.co.il,2026-05-21T10:40:47.000Z,19e4a1fa67755a56,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3131
20262172174,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-21,א.מ סיטי קאר רכב שיתופי בע״מ,40.70,34.49,6.2,הוצאות ניהול,שעות קטגוריה קטן x1 - 15.20 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1lMV11jakUx_T0ju3dIvieCWunPKKPBHC/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e4a1fa67755a56,no-reply@citycar.co.il,2026-05-21T10:40:47.000Z,19e4a1fa67755a56,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3131
20262175327,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-25,א.מ סיטי קאר רכב שיתופי בע״מ,64.40,54.58,9.8,הוצאות ניהול,שעות קטגוריה קטן x2 - 64.40 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1kqq02hxK5YCCAROPVd8eFYPL5DXMCZ77/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e5ef309d88a52a,no-reply@citycar.co.il,2026-05-25T11:44:05.000Z,19e5ef309d88a52a,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3137
8145301,א.מ. פרחים בע״מ,2026-05-21,א.מ. פרחים בע״מ,200.00,169.49,30.5,שונות,פריס כללי x1,,הדסה אבלס,,,,https://drive.google.com/file/d/1qCDvMOExByzAxfypzi-pzbz0_r_C_slo/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e5f9747f40add1,h8420785@gmail.com,2026-05-25T14:43:29.000Z,19e5f9747f40add1,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3147
100877,וליוקארד בע״מ,2026-05-25,וליוקארד בע״מ,443.00,375.70,67.6,הוצאות ניהול,שימוש שוטף במערכת וליוקארד 05/26 x1,,"וליוקארד בע""מ",,,,https://drive.google.com/file/d/1BW9OaVTi8Bxh5b-GF1aMRaag6OKam8Bz/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e5ff9e3ca20577,invoice@hclickapp.co.il,2026-05-25T16:31:11.000Z,19e5ff9e3ca20577,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3151
01/011498,בס״ד ציפורה אחדות א.צ.ל,2026-04-30,בס״ד ציפורה אחדות א.צ.ל,11682.00,9900.00,1782.0,ספקים ביגוד,חצאית 90 סמ תפר פלקלוק x36,,הדסה אבלס,,,,https://drive.google.com/file/d/1wMt9bWX3IugOB1UqfQSW4XXx18UtXBDB/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e609dd36c650b7,h8420785@gmail.com,2026-05-25T19:30:15.000Z,19e609dd36c650b7,,,25/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3160
071449,בטר אנד דיפרנט בע״מ,2026-05-25,בטר אנד דיפרנט בע״מ,48.50,41.45,7.1,ספקים ביגוד,מיץ תפרוחים x1 - 12.50,,הדסה אבלס,,,,https://drive.google.com/file/d/1-By_hlIx5jcaI1R6hx3VUfMlePrRe0IV/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e60b87061c6548,h8420785@gmail.com,2026-05-25T19:59:19.000Z,19e60b87061c6548,,,25/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3162
70199,כובעי זיוה,2026-05-07,כובעי זיוה,6200.90,5255.00,945.9,ספקים כיסויי ראש ומטפחות,בנדנה רשת כפול +טול x18,,הדסה אבלס,,,,https://drive.google.com/file/d/15tTp6tKFCf8M1VaLuYN9HpBDMQDR7XG2/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e6155952c66465,h8420785@gmail.com,2026-05-25T22:50:57.000Z,19e6155952c66465,,,26/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3171
4613,רחלי ברית,2026-05-25,רחלי ברית,5187.41,4396.11,791.3,ספקים ביגוד,חולצות בקי אוטומטרי חבלות x6,,הדסה אבלס,,,,https://drive.google.com/file/d/16y-gof-qSDmSwWsgOc2JAXKG1sIu0gsf/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e62be46975c8c5,h8420785@gmail.com,2026-05-26T05:24:57.000Z,19e62be46975c8c5,,,26/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3190
6199,Pleasures תורג'מן,2026-05-07,Pleasures תורג'מן,3490.00,0.00,0.0,ספקים ביגוד,"סטייל בז x8 - מחיר 180, סה״כ 1440",,הדסה אבלס,,,,https://drive.google.com/file/d/1loO8nEsJ9uqySZiEnZ3uSWZ-bpG6hvy4/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e62be4268fec71,h8420785@gmail.com,2026-05-26T05:24:56.000Z,19e62be4268fec71,,,26/05/2026,medium,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3192
01/011501,בס״ד ציפורה אחדות א.צ.ל,2003-05-26,בס״ד ציפורה אחדות א.צ.ל,283.20,240.00,43.2,ספקים ביגוד,חולצה הנס 266 x6,,הדסה אבלס,,,,https://drive.google.com/file/d/1ojH2X8Q_tL-Cd5KA30kWm1957M4QEyi9/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e62be378193048,h8420785@gmail.com,2026-05-26T05:24:52.000Z,19e62be378193048,,,26/05/2026,high,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/3193
